lemRank,lemma,PoS,lemFreq,wordFreq,word,,Data Sourced From: www.wordfrequency.info
1434,burn,v,66886,14308,burning,,
4344,burning,j,14976,14976,burning,,
1434,burn,v,66886,4655,burns,,
1434,burn,v,66886,3064,burnt,,
4197,burst,v,15772,10692,burst,,
4197,burst,v,15772,9,bursted,,
4197,burst,v,15772,3220,bursting,,
4197,burst,v,15772,1851,bursts,,
2446,bury,v,33531,7557,bury,,
2446,bury,v,33531,2362,burying,,
1605,bus,n,58707,49238,bus,,
1605,bus,n,58707,9217,buses,,
4291,bush,n,15262,9390,bush,,
4291,bush,n,15262,5872,bushes,,
254,business,n,373744,46,busi-ness,,
1806,busy,j,50363,833,busier,,
1806,busy,j,50363,2194,busiest,,
254,business,n,373744,323875,business,,
4673,businessman,n,13380,10,business-man,,
254,business,n,373744,49781,businesses,,
4673,businessman,n,13380,8743,businessman,,
4673,businessman,n,13380,4627,businessmen,,
254,business,n,373744,42,businesss,,
1605,bus,n,58707,252,busses,,
1806,busy,j,50363,47336,busy,,
24,but,c,4523086,4523086,but,,
1737,but,i,52830,52830,but,,
3887,butt,n,17681,14693,butt,,
2704,butter,n,29372,28475,butter,,
2704,butter,n,29372,897,butters,,
2317,button,n,36451,26081,button,,
2317,button,n,36451,10370,buttons,,
3887,butt,n,17681,2988,butts,,
375,buy,v,260201,143700,buy,,
3253,buyer,n,23157,9253,buyer,,
3253,buyer,n,23157,13904,buyers,,
375,buy,v,260201,40068,buying,,
375,buy,v,260201,6676,buys,,
33,by,i,3372222,3372222,by,,
1208,by,r,80074,80074,by,,
3075,bye,u,25081,25081,bye,,
3587,CD,n,19876,329,c.d.,,
37,can,v,3091046,575405,ca,,
4407,cab,n,14672,13288,cab,,
3705,cabin,n,19019,16324,cabin,,
3362,cabinet,n,22078,17812,cabinet,,
3362,cabinet,n,22078,4266,cabinets,,
3705,cabin,n,19019,2695,cabins,,
2416,cable,n,34164,28860,cable,,
2416,cable,n,34164,5304,cables,,
4407,cab,n,14672,1384,cabs,,
4751,cafe,n,13055,11221,cafe,,
4751,cafe,n,13055,1834,cafes,,
4296,cage,n,15211,12278,cage,,
4296,cage,n,15211,2933,cages,,
2448,cake,n,33519,27892,cake,,
2448,cake,n,33519,5627,cakes,,
2217,calorie,n,39066,15154,cal,,
2936,calculate,v,26570,7348,calculate,,
2936,calculate,v,26570,13987,calculated,,
2936,calculate,v,26570,1385,calculates,,
2936,calculate,v,26570,3850,calculating,,
4509,calculation,n,14158,6300,calculation,,
4509,calculation,n,14158,7858,calculations,,
4227,calendar,n,15617,13603,calendar,,
4227,calendar,n,15617,2014,calendars,,
125,call,v,768117,267297,call,,
646,call,n,149896,103656,call,,
125,call,v,768117,365320,called,,
3982,caller,n,17070,14581,caller,,
3982,caller,n,17070,2489,callers,,
125,call,v,768117,79129,calling,,
125,call,v,768117,56371,calls,,
646,call,n,149896,46240,calls,,
3342,calm,v,22255,18356,calm,,
3342,calm,v,22255,2244,calmed,,
3342,calm,v,22255,926,calming,,
3342,calm,v,22255,729,calms,,
2217,calorie,n,39066,2719,calorie,,
2217,calorie,n,39066,21193,calories,,
61,come,v,1802158,402931,came,,
965,camera,n,99855,74259,camera,,
965,camera,n,99855,25596,cameras,,
1419,camp,n,67510,51923,camp,,
618,campaign,n,157373,139965,campaign,,
4925,campaign,v,12363,4423,campaign,,
4925,campaign,v,12363,3005,campaigned,,
4925,campaign,v,12363,4935,campaigning,,
618,campaign,n,157373,17408,campaigns,,
1419,camp,n,67510,15587,camps,,
2156,campus,n,40453,34431,campus,,
2156,campus,n,40453,6022,campuses,,
37,can,v,3091046,2515641,can,,
3250,can,n,23201,14758,can,,
3280,Canadian,j,22924,22924,canadian,,
3318,cancel,v,22480,8623,cancel,,
3318,cancel,v,22480,7572,canceled,,
3318,cancel,v,22480,1513,canceling,,
3318,cancel,v,22480,3590,cancelled,,
3318,cancel,v,22480,616,cancelling,,
3318,cancel,v,22480,566,cancels,,
1043,cancer,n,93157,87966,cancer,,
1043,cancer,n,93157,5191,cancers,,
830,candidate,n,116347,63426,candidate,,
830,candidate,n,116347,52921,candidates,,
3370,candy,n,21987,1302,candies,,
4312,candle,n,15125,6935,candle,,
4312,candle,n,15125,8190,candles,,
3370,candy,n,21987,20685,candy,,
3250,can,n,23201,8443,cans,,
4862,canvas,n,12570,11183,canvas,,
4862,canvas,n,12570,1387,canvases,,
2536,cap,n,32115,24116,cap,,
1568,captain,n,60187,14,cap-tain,,
3186,capability,n,23836,13035,capabilities,,
3186,capability,n,23836,10801,capability,,
2338,capable,j,35954,35954,capable,,
1965,capacity,n,45515,3684,capacities,,
1965,capacity,n,45515,41831,capacity,,
2536,cap,n,32115,26,capi,,
1267,capital,n,76018,72947,capital,,
4588,capitalism,n,13777,13767,capitalism,,
4588,capitalism,n,13777,10,capitalisms,,
1267,capital,n,76018,3071,capitals,,
2536,cap,n,32115,7973,caps,,
1568,captain,n,60187,3118,capt,,
1568,captain,n,60187,54541,captain,,
1568,captain,n,60187,2514,captains,,
1783,capture,v,51215,18024,capture,,
1783,capture,v,51215,23215,captured,,
1783,capture,v,51215,4675,captures,,
1783,capture,v,51215,5301,capturing,,
321,car,n,313437,244367,car,,
4443,carbohydrate,n,14454,2475,carb,,
4443,carbohydrate,n,14454,801,carbo,,
4443,carbohydrate,n,14454,4851,carbohydrate,,
4443,carbohydrate,n,14454,3987,carbohydrates,,
2675,carbon,n,29639,29502,carbon,,
2675,carbon,n,29639,137,carbons,,
4443,carbohydrate,n,14454,21,carbos,,
4443,carbohydrate,n,14454,2319,carbs,,
852,card,n,113472,70177,card,,
852,card,n,113472,43295,cards,,
409,care,n,237259,236433,care,,
637,care,v,152255,110470,care,,
1882,careful,j,47847,6,care-ful,,
637,care,v,152255,14023,cared,,
796,career,n,122177,107643,career,,
796,career,n,122177,14534,careers,,
1882,careful,j,47847,47841,careful,,
2058,carefully,r,43034,43034,carefully,,
409,care,n,237259,826,cares,,
637,care,v,152255,18582,cares,,
637,care,v,152255,9180,caring,,
4452,carpet,n,14417,12433,carpet,,
4452,carpet,n,14417,1984,carpets,,
572,carry,v,168820,49952,carried,,
3440,carrier,n,21245,12276,carrier,,
3440,carrier,n,21245,8969,carriers,,
572,carry,v,168820,17427,carries,,
572,carry,v,168820,65441,carry,,
572,carry,v,168820,35999,carrying,,
321,car,n,313437,69070,cars,,
4616,cart,n,13625,10383,cart,,
4564,cartoon,n,13928,9024,cartoon,,
4564,cartoon,n,13928,4904,cartoons,,
4616,cart,n,13625,3241,carts,,
4747,carve,v,13085,3465,carve,,
4747,carve,v,13085,7090,carved,,
4747,carve,v,13085,472,carves,,
4747,carve,v,13085,2058,carving,,
205,case,n,458383,332608,case,,
3542,case,c,20350,20350,case,,
205,case,n,458383,14,casei,,
205,case,n,458383,125761,cases,,
1665,cash,n,55856,55828,cash,,
1665,cash,n,55856,28,cashes,,
4913,casino,n,12390,8839,casino,,
4913,casino,n,12390,3551,casinos,,
2132,cast,v,41004,31990,cast,,
4466,cast,n,14354,12910,cast,,
2132,cast,v,41004,109,casted,,
2132,cast,v,41004,6400,casting,,
4281,castle,n,15330,13895,castle,,
4281,castle,n,15330,1435,castles,,
2132,cast,v,41004,2505,casts,,
4466,cast,n,14354,1444,casts,,
4437,casual,j,14469,14469,casual,,
5010,casualty,n,12017,9093,casualties,,
5010,casualty,n,12017,2924,casualty,,
1603,cat,n,58763,41499,cat,,
603,catch,v,160594,54199,catch,,
4501,catch,n,14181,12702,catch,,
603,catch,v,160594,23,catched,,
603,catch,v,160594,9053,catches,,
4501,catch,n,14181,1479,catches,,
603,catch,v,160594,13311,catching,,
1609,category,n,58470,26184,categories,,
1609,category,n,58470,32286,category,,
1971,Catholic,j,45444,45444,catholic,,
3332,Catholic,n,22367,8457,catholic,,
3332,Catholic,n,22367,13910,catholics,,
1603,cat,n,58763,6,cati,,
1603,cat,n,58763,17258,cats,,
4471,cattle,n,14338,14338,cattle,,
603,catch,v,160594,84008,caught,,
563,cause,v,170629,63095,cause,,
726,cause,n,133998,113175,cause,,
563,cause,v,170629,62509,caused,,
563,cause,v,170629,19780,causes,,
726,cause,n,133998,20823,causes,,
563,cause,v,170629,25245,causing,,
3807,cave,n,18219,13640,cave,,
3807,cave,n,18219,4579,caves,,
3587,CD,n,19876,14524,cd,,
3587,CD,n,19876,5352,cds,,
4551,cease,v,13982,6688,cease,,
4551,cease,v,13982,4955,ceased,,
4551,cease,v,13982,1766,ceases,,
4551,cease,v,13982,573,ceasing,,
3088,ceiling,n,24902,21972,ceiling,,
3088,ceiling,n,24902,2930,ceilings,,
1956,celebrate,v,45778,21565,celebrate,,
1956,celebrate,v,45778,9082,celebrated,,
1956,celebrate,v,45778,4407,celebrates,,
1956,celebrate,v,45778,10724,celebrating,,
3430,celebration,n,21353,17408,celebration,,
3430,celebration,n,21353,3945,celebrations,,
3077,celebrity,n,24989,8657,celebrities,,
3077,celebrity,n,24989,16332,celebrity,,
763,cell,n,127818,69441,cell,,
763,cell,n,127818,58377,cells,,
4630,census,n,13578,13170,census,,
4630,census,n,13578,408,censuses,,
2812,cent,n,28231,9603,cent,,
367,center,n,268821,223995,center,,
367,center,n,268821,32519,centers,,
922,central,j,104403,104403,central,,
367,center,n,268821,10949,centre,,
367,center,n,268821,1358,centres,,
2812,cent,n,28231,18628,cents,,
770,century,n,126668,22553,centuries,,
770,century,n,126668,104115,century,,
2279,CEO,n,37374,32543,ceo,,
2279,CEO,n,37374,4831,ceos,,
1771,except,c,51607,111,cept,,
3103,ceremony,n,24779,5634,ceremonies,,
3103,ceremony,n,24779,19145,ceremony,,
630,certain,j,154059,154059,certain,,
699,certainly,r,138162,138162,certainly,,
4611,certificate,n,13657,9700,certificate,,
4611,certificate,n,13657,3957,certificates,,
2053,chain,n,43156,32126,chain,,
2053,chain,n,43156,11030,chains,,
1205,chair,n,80186,61895,chair,,
1845,chairman,n,49123,48145,chairman,,
1845,chairman,n,49123,8,chairmans,,
1845,chairman,n,49123,970,chairmen,,
1205,chair,n,80186,18291,chairs,,
972,challenge,n,99455,59330,challenge,,
1881,challenge,v,47854,18437,challenge,,
1881,challenge,v,47854,15709,challenged,,
972,challenge,n,99455,40125,challenges,,
1881,challenge,v,47854,3727,challenges,,
1881,challenge,v,47854,9981,challenging,,
4740,challenging,j,13118,13118,challenging,,
2956,chamber,n,26416,21012,chamber,,
2956,chamber,n,26416,5404,chambers,,
2865,champion,n,27593,19874,champion,,
2865,champion,n,27593,7719,champions,,
2399,championship,n,34425,26112,championship,,
2399,championship,n,34425,8313,championships,,
557,chance,n,172820,143944,chance,,
557,chance,n,172820,28876,chances,,
304,change,v,327637,165752,change,,
364,change,n,274132,161045,change,,
304,change,v,327637,110107,changed,,
304,change,v,327637,13624,changes,,
364,change,n,274132,113085,changes,,
304,change,v,327637,38154,changing,,
3674,changing,j,19258,19258,changing,,
2057,channel,n,43041,28595,channel,,
2057,channel,n,43041,14446,channels,,
3869,chaos,n,17809,17809,chaos,,
1954,chapter,n,45911,37351,chapter,,
1954,chapter,n,45911,8560,chapters,,
648,character,n,148825,92060,character,,
3309,characterize,v,22657,148,characterise,,
3309,characterize,v,22657,541,characterised,,
3309,characterize,v,22657,55,characterises,,
3309,characterize,v,22657,51,characterising,,
2262,characteristic,n,37848,6225,characteristic,,
2262,characteristic,n,37848,31623,characteristics,,
3309,characterize,v,22657,5122,characterize,,
3309,characterize,v,22657,13260,characterized,,
3309,characterize,v,22657,2228,characterizes,,
3309,characterize,v,22657,1252,characterizing,,
648,character,n,148825,56765,characters,,
999,charge,n,96872,46100,charge,,
1510,charge,v,63379,16390,charge,,
4676,charge,i,13374,13374,charge,,
1510,charge,v,63379,40170,charged,,
999,charge,n,96872,50769,charges,,
1510,charge,v,63379,24,charges,,
1510,charge,v,63379,6795,charging,,
3136,charity,n,24405,5737,charities,,
3136,charity,n,24405,18668,charity,,
5043,charm,n,11889,9217,charm,,
5043,charm,n,11889,2672,charms,,
2862,chart,n,27628,17815,chart,,
4269,charter,n,15390,13618,charter,,
4269,charter,n,15390,1772,charters,,
2862,chart,n,27628,9813,charts,,
2917,chase,v,26901,9009,chase,,
4343,chase,n,14979,14820,chase,,
2917,chase,v,26901,5766,chased,,
2917,chase,v,26901,1400,chases,,
4343,chase,n,14979,159,chases,,
2917,chase,v,26901,10726,chasing,,
5016,chat,v,11999,5103,chat,,
5016,chat,v,11999,717,chats,,
5016,chat,v,11999,2032,chatted,,
5016,chat,v,11999,4147,chatting,,
1772,cheap,j,51588,33585,cheap,,
1772,cheap,j,51588,14855,cheaper,,
1772,cheap,j,51588,3148,cheapest,,
3415,cheat,v,21523,6518,cheat,,
3415,cheat,v,21523,5142,cheated,,
3415,cheat,v,21523,9137,cheating,,
3415,cheat,v,21523,726,cheats,,
623,check,v,155591,100568,check,,
1809,check,n,50298,36622,check,,
623,check,v,155591,27315,checked,,
623,check,v,155591,20189,checking,,
623,check,v,155591,7519,checks,,
1809,check,n,50298,13676,checks,,
3114,cheek,n,24607,13236,cheek,,
3114,cheek,n,24607,11371,cheeks,,
4103,cheer,v,16318,5951,cheer,,
4103,cheer,v,16318,3747,cheered,,
4103,cheer,v,16318,6620,cheering,,
2250,cheese,n,38025,35944,cheese,,
2250,cheese,n,38025,2081,cheeses,,
3017,chef,n,25646,20095,chef,,
3017,chef,n,25646,5551,chefs,,
3160,chemical,n,24096,8574,chemical,,
3222,chemical,j,23464,23464,chemical,,
3160,chemical,n,24096,15522,chemicals,,
4685,chemistry,n,13323,13323,chemistry,,
1989,chest,n,44918,42965,chest,,
1989,chest,n,44918,1953,chests,,
4938,chew,v,12299,4622,chew,,
4938,chew,v,12299,3098,chewed,,
4938,chew,v,12299,3790,chewing,,
4938,chew,v,12299,789,chews,,
1713,chicken,n,53916,45184,chicken,,
1713,chicken,n,53916,8732,chickens,,
1473,chief,n,65311,54681,chief,,
1746,chief,j,52508,52475,chief,,
1746,chief,j,52508,33,chiefest,,
1473,chief,n,65311,10630,chiefs,,
140,child,n,685426,242214,child,,
2346,childhood,n,35815,35229,childhood,,
2346,childhood,n,35815,586,childhoods,,
140,child,n,685426,441998,children,,
140,child,n,685426,916,childrens,,
140,child,n,685426,298,childs,,
4428,chin,n,14538,13926,chin,,
1417,Chinese,j,67573,67573,chinese,,
4428,chin,n,14538,612,chins,,
2376,chip,n,35203,18217,chip,,
2376,chip,n,35203,16986,chips,,
2819,chocolate,n,28147,26167,chocolate,,
2819,chocolate,n,28147,1980,chocolates,,
611,choice,n,159277,117117,choice,,
611,choice,n,159277,42160,choices,,
3992,cholesterol,n,17011,2413,chol,,
3992,cholesterol,n,17011,14598,cholesterol,,
561,choose,v,170716,78967,choose,,
561,choose,v,170716,7265,chooses,,
561,choose,v,170716,16835,choosing,,
4836,chop,v,12715,1028,chop,,
4836,chop,v,12715,9848,chopped,,
4836,chop,v,12715,1638,chopping,,
4836,chop,v,12715,201,chops,,
561,choose,v,170716,37625,chose,,
561,choose,v,170716,29773,chosen,,
561,choose,v,170716,194,choses,,
561,choose,v,170716,56,chosing,,
1344,Christian,j,71055,71055,christian,,
2567,Christian,n,31496,4106,christian,,
4067,Christianity,n,16585,16585,christianity,,
2567,Christian,n,31496,27390,christians,,
1388,Christmas,n,68542,68542,christmas,,
3797,chronic,j,18286,18286,chronic,,
4316,Chronicle,n,15106,12851,chronicle,,
4316,Chronicle,n,15106,2255,chronicles,,
4377,chuckle,v,14855,867,chuckle,,
4377,chuckle,v,14855,3686,chuckled,,
4377,chuckle,v,14855,8137,chuckles,,
4377,chuckle,v,14855,2165,chuckling,,
4860,chunk,n,12574,6700,chunk,,
4860,chunk,n,12574,5874,chunks,,
504,church,n,191872,168990,church,,
504,church,n,191872,22806,churches,,
504,church,n,191872,76,churchs,,
2558,cigarette,n,31674,19318,cigarette,,
2558,cigarette,n,31674,12356,cigarettes,,
1803,circle,n,50510,33848,circle,,
1803,circle,n,50510,16662,circles,,
3278,circuit,n,22927,19122,circuit,,
3278,circuit,n,22927,3805,circuits,,
1889,circumstance,n,47687,5706,circumstance,,
1889,circumstance,n,47687,41981,circumstances,,
2020,cite,v,43809,6910,cite,,
2020,cite,v,43809,21578,cited,,
2020,cite,v,43809,5239,cites,,
222,city,n,433843,59531,cities,,
2020,cite,v,43809,10082,citing,,
1054,citizen,n,92182,27656,citizen,,
1054,citizen,n,92182,64526,citizens,,
4697,citizenship,n,13283,13234,citizenship,,
4697,citizenship,n,13283,49,citizenships,,
222,city,n,433843,374113,city,,
222,city,n,433843,199,citys,,
4844,civic,j,12697,12697,civic,,
1171,civil,j,82544,82544,civil,,
3913,civilian,j,17506,17506,civilian,,
3916,civilian,n,17499,2697,civilian,,
3916,civilian,n,17499,14802,civilians,,
3579,civilization,n,19929,763,civilisation,,
3579,civilization,n,19929,151,civilisations,,
3579,civilization,n,19929,15685,civilization,,
3579,civilization,n,19929,3330,civilizations,,
834,claim,v,116020,37051,claim,,
1253,claim,n,77050,38816,claim,,
834,claim,v,116020,34204,claimed,,
834,claim,v,116020,18108,claiming,,
834,claim,v,116020,26657,claims,,
1253,claim,n,77050,38234,claims,,
4621,clarify,v,13616,2583,clarified,,
4621,clarify,v,13616,962,clarifies,,
4621,clarify,v,13616,8381,clarify,,
4621,clarify,v,13616,1690,clarifying,,
439,class,n,219160,168761,class,,
439,class,n,219160,50399,classes,,
2737,classic,j,29028,29028,classic,,
4010,classic,n,16902,11356,classic,,
4122,classical,j,16222,16222,classical,,
4010,classic,n,16902,5546,classics,,
4655,classify,v,13459,9185,classified,,
4655,classify,v,13459,510,classifies,,
4655,classify,v,13459,2722,classify,,
4655,classify,v,13459,1042,classifying,,
1693,classroom,n,54542,42748,classroom,,
1693,classroom,n,54542,11794,classrooms,,
4556,clause,n,13942,11392,clause,,
4556,clause,n,13942,2550,clauses,,
4237,clay,n,15557,15052,clay,,
4237,clay,n,15557,505,clays,,
1574,clean,j,60059,56191,clean,,
1828,clean,v,49764,25312,clean,,
1828,clean,v,49764,10883,cleaned,,
1574,clean,j,60059,3189,cleaner,,
1574,clean,j,60059,679,cleanest,,
1828,clean,v,49764,11989,cleaning,,
1828,clean,v,49764,1580,cleans,,
573,clear,j,168587,161102,clear,,
1869,clear,v,48273,24443,clear,,
1869,clear,v,48273,16509,cleared,,
573,clear,j,168587,5974,clearer,,
573,clear,j,168587,1511,clearest,,
1869,clear,v,48273,4544,clearing,,
905,clearly,r,105965,105965,clearly,,
1869,clear,v,48273,2777,clears,,
4427,clerk,n,14547,11329,clerk,,
4427,clerk,n,14547,3218,clerks,,
4439,clever,j,14465,14124,clever,,
4439,clever,j,14465,168,cleverer,,
4439,clever,j,14465,173,cleverest,,
2177,click,v,39951,28974,click,,
2177,click,v,39951,5037,clicked,,
2177,click,v,39951,5927,clicking,,
2177,click,v,39951,13,clicks,,
1197,client,n,80584,38803,client,,
1197,client,n,80584,41781,clients,,
3854,cliff,n,17891,13425,cliff,,
3854,cliff,n,17891,4466,cliffs,,
1487,climate,n,64223,61885,climate,,
1487,climate,n,64223,2338,climates,,
1978,climb,v,45263,15515,climb,,
1978,climb,v,45263,15420,climbed,,
1978,climb,v,45263,9627,climbing,,
1978,climb,v,45263,4701,climbs,,
2896,clinic,n,27190,19486,clinic,,
2480,clinical,j,32983,32983,clinical,,
2896,clinic,n,27190,7704,clinics,,
2561,clip,n,31612,26597,clip,,
2561,clip,n,31612,5015,clips,,
2725,clock,n,29112,25637,clock,,
2725,clock,n,29112,3475,clocks,,
688,close,j,139704,103513,close,,
712,close,v,136431,56155,close,,
993,close,r,97117,52357,close,,
712,close,v,136431,57233,closed,,
3993,closed,j,16993,16993,closed,,
2372,closely,r,35294,35294,closely,,
688,close,j,139704,23109,closer,,
993,close,r,97117,40152,closer,,
712,close,v,136431,8471,closes,,
688,close,j,139704,13082,closest,,
993,close,r,97117,4608,closest,,
3591,closet,n,19855,17783,closet,,
3591,closet,n,19855,2072,closets,,
712,close,v,136431,14572,closing,,
4453,cloth,n,14408,13249,cloth,,
1606,clothes,n,58660,15,clothe,,
1606,clothes,n,58660,58645,clothes,,
3084,clothing,n,24923,24904,clothing,,
3084,clothing,n,24923,19,clothings,,
4453,cloth,n,14408,1159,cloths,,
1905,cloud,n,47140,26440,cloud,,
1905,cloud,n,47140,20700,clouds,,
958,club,n,100411,82082,club,,
958,club,n,100411,18329,clubs,,
3104,clue,n,24755,15559,clue,,
3104,clue,n,24755,9196,clues,,
3753,cluster,n,18617,10836,cluster,,
3753,cluster,n,18617,7781,clusters,,
4525,cooperate,v,14075,206,co-operate,,
4525,cooperate,v,14075,28,co-operated,,
4525,cooperate,v,14075,13,co-operates,,
4525,cooperate,v,14075,62,co-operating,,
3255,cooperation,n,23135,929,co-operation,,
3255,cooperation,n,23135,6,co-operations,,
4698,coordinator,n,13280,80,co-ordinator,,
4698,coordinator,n,13280,30,co-ordinators,,
1099,coach,n,88826,63812,coach,,
2456,coach,v,33363,23067,coach,,
2456,coach,v,33363,4484,coached,,
1099,coach,n,88826,25014,coaches,,
2456,coach,v,33363,60,coaches,,
2456,coach,v,33363,5752,coaching,,
3306,coal,n,22670,20857,coal,,
2898,coalition,n,27166,25079,coalition,,
2898,coalition,n,27166,2087,coalitions,,
3306,coal,n,22670,1813,coals,,
1728,coast,n,53114,51039,coast,,
4750,coastal,j,13059,13059,coastal,,
1728,coast,n,53114,2075,coasts,,
2580,coat,n,31266,25056,coat,,
2580,coat,n,31266,22,coati,,
2580,coat,n,31266,6188,coats,,
1336,code,n,71659,59097,code,,
1336,code,n,71659,12562,codes,,
1356,coffee,n,70366,69518,coffee,,
1356,coffee,n,70366,848,coffees,,
3378,cognitive,j,21925,21925,cognitive,,
4191,coin,n,15797,8959,coin,,
4191,coin,n,15797,6838,coins,,
1021,cold,j,94856,89930,cold,,
3701,cold,n,19037,17837,cold,,
1021,cold,j,94856,3652,colder,,
1021,cold,j,94856,1274,coldest,,
3701,cold,n,19037,1200,colds,,
3944,collaboration,n,17360,15726,collaboration,,
3944,collaboration,n,17360,1634,collaborations,,
3582,collapse,n,19925,17736,collapse,,
3616,collapse,v,19671,5234,collapse,,
3616,collapse,v,19671,11195,collapsed,,
3582,collapse,n,19925,2189,collapses,,
3616,collapse,v,19671,825,collapses,,
3616,collapse,v,19671,2417,collapsing,,
5038,collar,n,11916,10263,collar,,
5038,collar,n,11916,1653,collars,,
1813,colleague,n,50084,11861,colleague,,
1813,colleague,n,50084,38223,colleagues,,
1432,collect,v,67062,22105,collect,,
1432,collect,v,67062,27541,collected,,
1432,collect,v,67062,13743,collecting,,
1233,collection,n,78281,66431,collection,,
1233,collection,n,78281,11850,collections,,
3512,collective,j,20587,20587,collective,,
4880,collector,n,12480,6080,collector,,
4880,collector,n,12480,6400,collectors,,
1432,collect,v,67062,3673,collects,,
435,college,n,224634,198523,college,,
435,college,n,224634,26111,colleges,,
3800,Colonel,n,18262,17769,colonel,,
3800,Colonel,n,18262,493,colonels,,
4327,colonial,j,15065,15065,colonial,,
4033,colony,n,16776,6630,colonies,,
4033,colony,n,16776,10146,colony,,
607,color,n,160011,121051,color,,
607,color,n,160011,32456,colors,,
607,color,n,160011,4627,colour,,
607,color,n,160011,1877,colours,,
2315,column,n,36526,26745,column,,
4961,columnist,n,12211,10859,columnist,,
4961,columnist,n,12211,1352,columnists,,
2315,column,n,36526,9781,columns,,
223,company,n,432469,18,com-pany,,
3756,combat,n,18595,18595,combat,,
2088,combination,n,42138,35867,combination,,
2088,combination,n,42138,6271,combinations,,
1707,combine,v,54133,17835,combine,,
1707,combine,v,54133,23871,combined,,
4566,combined,j,13905,13905,combined,,
1707,combine,v,54133,5524,combines,,
1707,combine,v,54133,6903,combining,,
61,come,v,1802158,912036,come,,
3050,comedy,n,25303,1970,comedies,,
3050,comedy,n,25303,23333,comedy,,
61,come,v,1802158,13,comeing,,
61,come,v,1802158,219129,comes,,
61,come,v,1802158,582,cometh,,
3106,comfort,n,24745,23081,comfort,,
1833,comfortable,j,49532,49532,comfortable,,
3106,comfort,n,24745,1664,comforts,,
4708,comic,n,13245,4573,comic,,
4883,comic,j,12473,12473,comic,,
4708,comic,n,13245,8672,comics,,
61,come,v,1802158,4573,comin,,
61,come,v,1802158,262894,coming,,
4504,coming,j,14178,14178,coming,,
2381,command,n,35010,30014,command,,
4200,command,v,15758,6778,command,,
4200,command,v,15758,5377,commanded,,
2392,commander,n,34731,28303,commander,,
2392,commander,n,34731,6428,commanders,,
4200,command,v,15758,804,commanding,,
2381,command,n,35010,4996,commands,,
4200,command,v,15758,2799,commands,,
604,comment,n,160451,58533,comment,,
2045,comment,v,43256,25101,comment,,
4478,commentary,n,14305,1709,commentaries,,
4478,commentary,n,14305,12596,commentary,,
2045,comment,v,43256,9284,commented,,
604,comment,n,160451,7,commenting,,
2045,comment,v,43256,5901,commenting,,
604,comment,n,160451,101911,comments,,
2045,comment,v,43256,2970,comments,,
3519,commerce,n,20539,20539,commerce,,
1383,commercial,j,68821,68821,commercial,,
1567,commission,n,60218,54906,commission,,
3384,commissioner,n,21855,16678,commissioner,,
3384,commissioner,n,21855,5177,commissioners,,
1567,commission,n,60218,5312,commissions,,
1405,commit,v,67792,19832,commit,,
1405,commit,v,67792,225,commited,,
1405,commit,v,67792,122,commiting,,
1955,commitment,n,45809,38272,commitment,,
1955,commitment,n,45809,7537,commitments,,
1405,commit,v,67792,2193,commits,,
1405,commit,v,67792,38100,committed,,
917,committee,n,105133,94974,committee,,
917,committee,n,105133,10159,committees,,
1405,commit,v,67792,7320,committing,,
4974,commodity,n,12158,4767,commodities,,
4974,commodity,n,12158,7391,commodity,,
745,common,j,130294,129980,common,,
745,common,j,130294,83,commoner,,
745,common,j,130294,231,commonest,,
3888,commonly,r,17663,17663,commonly,,
2596,communicate,v,31040,20250,communicate,,
2596,communicate,v,31040,3941,communicated,,
2596,communicate,v,31040,1502,communicates,,
2596,communicate,v,31040,5347,communicating,,
1299,communication,n,73413,44924,communication,,
1299,communication,n,73413,28489,communications,,
3509,communist,j,20597,20597,communist,,
342,community,n,290489,56949,communities,,
342,community,n,290489,233540,community,,
223,company,n,432469,146834,companies,,
3956,companion,n,17269,12036,companion,,
3956,companion,n,17269,5233,companions,,
223,company,n,432469,285396,company,,
223,company,n,432469,221,companys,,
800,compare,v,120978,27191,compare,,
800,compare,v,120978,74744,compared,,
800,compare,v,120978,4950,compares,,
800,compare,v,120978,14093,comparing,,
2153,comparison,n,40525,30520,comparison,,
2153,comparison,n,40525,10005,comparisons,,
4853,compassion,n,12648,12627,compassion,,
4853,compassion,n,12648,21,compassions,,
4531,compel,v,14061,2516,compel,,
4531,compel,v,14061,7580,compelled,,
4531,compel,v,14061,2859,compelling,,
4814,compelling,j,12784,12784,compelling,,
4531,compel,v,14061,1106,compels,,
4124,compensation,n,16221,16006,compensation,,
4124,compensation,n,16221,215,compensations,,
2291,compete,v,37112,23045,compete,,
2291,compete,v,37112,3277,competed,,
2291,compete,v,37112,1264,competes,,
2291,compete,v,37112,9526,competing,,
1621,competition,n,58102,54395,competition,,
1621,competition,n,58102,3707,competitions,,
2670,competitive,j,29700,29700,competitive,,
3722,competitor,n,18893,6081,competitor,,
3722,competitor,n,18893,12812,competitors,,
1993,complain,v,44829,16186,complain,,
1993,complain,v,44829,13604,complained,,
1993,complain,v,44829,11977,complaining,,
1993,complain,v,44829,3062,complains,,
2337,complaint,n,35954,17389,complaint,,
2337,complaint,n,35954,18565,complaints,,
1335,complete,v,71752,25853,complete,,
1453,complete,j,66198,66170,complete,,
1335,complete,v,71752,35289,completed,,
926,completely,r,103941,103941,completely,,
1453,complete,j,66198,10,completer,,
1335,complete,v,71752,2063,completes,,
